Title,Price,Rating,Image URL,Category
"AOC Laptop Computer 16GB RAM 512GB SSD Work Laptops 15.6 Inch FHD Screen Premium Laptop (Up to 3.6GHz) Windows 11 Laptop Computer, Light&Thin, Metal Shell, Webcam, Type-C, USB3.2","$1,399.99",4.5 out of 5 stars,https://m.media-amazon.com/images/I/71W8VB-9n9L._AC_UY218_.jpg,Other
"HP 17 Laptop, 17.3"" FHD Screen, AMD Ryzen 5 5500U, 32GB SSD, 1TB SSD, Webcam, HDMI, Fingerprint Reader, Wi-Fi, Windows 11 Home, Silver",$509.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61slxFdcTEL._AC_UY218_.jpg,Other
"ASUS TUF Gaming A16 Gaming Laptop, 16” FHD+ 16:10 165Hz Display, AMD Ryzen™ 9 7940HX, NVIDIA® GeForce RTX™ 4060, 16GB DDR5, 512GB PCIe Gen4 SSD, Wi-Fi 6, Windows 11, FA607PV-AS93","$1,099.99",4.6 out of 5 stars,https://m.media-amazon.com/images/I/41FC8QoPGbL._AC_UY218_.jpg,Gaming
"acer Aspire 3 15.6"" Notebook FHD AMD Ryzen 7 5700U 16GB RAM 512GB SSD Windows 11 Home",$409.97,4.2 out of 5 stars,https://m.media-amazon.com/images/I/511G5KO75QL._AC_UY218_.jpg,Other
"15.6"" Windows 11 Laptop, Intel Core i3-5005U, 16GB RAM, 512GB SSD, FHD IPS Display, 2.4G/5G WiFi, BT5.0, RJ45, Webcam, Long Battery Life - for Work, Study, and Entertainment",$279.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71FuBQEb08L._AC_UY218_.jpg,Other
"Laptop Screen Extender,15.6"" 1080P FHD Laptop Monitor Extender with DP/Thunderbolt USB Type-C HDMI,Plug&Play Folding Dual Portable Monitor for Laptop/PC/Windows/Mac(M1/M2/M3 Chips)/Phone",$269.99,,https://m.media-amazon.com/images/I/710AFPQYM7L._AC_UY218_.jpg,Other
"Dell Latitude 7350 Detachable 2-in-1 Laptop Tablet | W/Keyboard & Pen | W/ 2.5 Year Direct Warranty |13"" 3K 2880 x1920 | Core Ultra 5 134U 12 cores up to 4.4GHz 16GB RAM 256GB SSD Windows 11 Pro",$999.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/617DOLwPZ1L._AC_UY218_.jpg,Other
"ACEMAGIC 15.6"" Laptop with N97 Processor(Up to 3.6GHz), 16GB RAM 512GB SSD Laptop, Windows 11 Traditional Laptop Lomputer with Numeric Keyboard, FHD Screen, Webcam, Light&Thin",$359.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61+cZAG4Y5L._AC_UY218_.jpg,Other
"ASUS Vivobook Go 11.6” HD Slim Laptop, Intel Dual Core N4500, Intel Graphics, 4GB, 128GB, Windows 11 Home, SonicMaster, ErgoSense, Black, L210KA-ES04",$224.40,4.1 out of 5 stars,https://m.media-amazon.com/images/I/51xxONbwsvL._AC_UY218_.jpg,Other
HP Victus 15.6 inch FHD 144Hz Gaming Laptop Intel Core i5-13420H NVIDIA GeForce RTX 4050 6GB - 16GB DDR4 512GB SSD Mica Silver (2024),,4.7 out of 5 stars,https://m.media-amazon.com/images/I/81obPsMhewL._AC_UY218_.jpg,Gaming
"Asus TUF F15 Gaming Laptop 15.6"" FHD 144Hz Intel 14-Core i7-12700H (Beat i9-11950H) 32GB RAM 1TB SSD GeForce RTX 4070 8GB Graphic Backlit Thunderbolt 4 USB-C Win11 Grey + HDMI Cable","$1,222.00",4.1 out of 5 stars,https://m.media-amazon.com/images/I/81dEj3HFDxL._AC_UY218_.jpg,Gaming
"15.6'' Laptop Computer, N4000 Processor Laptops with 8GB RAM, 256GB SSD,15.6 inch FHD 1920 * 1080 Display, WIFI5, BT4.2, Windows 11 Pro",$239.99,4.2 out of 5 stars,https://m.media-amazon.com/images/I/81jwICXSZ5L._AC_UY218_.jpg,Other
"Dell Inspiron 15 3000 Business Laptop, 15.6"" FHD Display, 12th Gen Intel Core i7-1255U, Windows 11 Pro, 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, SD Card Reader, Long Battery Life",$644.83,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71vtHLQXZlL._AC_UY218_.jpg,Office
"16.0-inch Laptop, 2025 16GB DDR4 512GB SSD Windows 11 Laptop, Laptop Computer with Intel 12th Quad-Core Processor(Up to 3.6GHz), 1920P FHD Display, Metal Shell, WiFi 5, USB3.2, Type_C","$1,499.99",4.0 out of 5 stars,https://m.media-amazon.com/images/I/71mpxUqUemL._AC_UY218_.jpg,Other
"Dell Inspiron 15 Touchscreen Laptop, 15.6"" FHD Narrow Border, 12th Gen Intel Core i5-1235U, 16GB RAM, 512GB PCIe SSD, Keypad, Webcam, HDMI, SD Card Reader, RJ45, Win 11 Pro",$479.00,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61kyGpgi4NL._AC_UY218_.jpg,Other
"HP Flagship 14"" HD Laptop with 1 Year Office 365 | 16GB RAM | 1.22TB Storage(64GB EMMC & 160GB Docking Station Set & 1TB Cloud Storage) | Intel 4-Core Processor | Webcam | Win 11s | Blue",$299.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/81haWCG+4tL._AC_UY218_.jpg,Office
"jumper Laptop Computer 16 Inch, Office 365, 16GB RAM 1152GB Storage, Celeron N5095 CPU, Laptop with FHD IPS 1920x1200 Display, 38WH Battery, 2 Speakers, Mini HDMI, Numeric Keypad, Business Laptops.","$1,299.99",5.0 out of 5 stars,https://m.media-amazon.com/images/I/81ypDjiP5GL._AC_UY218_.jpg,Office
"Acer 311 Chromebook Laptop for 2025 Student Business, Dual-Core Intel N4500 Processor,11.6"" HD Display, 4GB RAM, 192GB (64GB eMMC+128GB Card), Webcam WiFi, Long Battery, Chrome OS +MarxsolAccessory",$239.00,,https://m.media-amazon.com/images/I/814tmK+UWoL._AC_UY218_.jpg,Office
"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, Hexa-Core AMD Ryzen 5 7430U (Beat i7-1355U), 32GB DDR4 RAM, 1TB PCIe SSD, WiFi 6, Bluetooth 5.3, Fingerprint Reader, Windows 11 Pro, AZ-XUT",$619.65,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71vrVZobflL._AC_UY218_.jpg,Other
"Lenovo 2024 IdeaPad 1 Gen 7 Laptop, 15.6"" FHD Touchscreen, Intel Core i3-1215U, 16GB RAM, 1TB SSD, SD Card Reader, HDMI, Webcam, Wi-Fi 6, Windows 11 Home, Grey",$389.99,4.2 out of 5 stars,https://m.media-amazon.com/images/I/618D46krKZL._AC_UY218_.jpg,Other
"Lenovo ThinkBook 16 G6 Business Laptop, 16” FHD+, Intel 10 Core i7-1355U, 32GB DDR5, 1TB NVMe, WiFi 6 + BT, Backlit KB, Fingerprint, HD Webcam, Win 11 Pro",$899.95,5.0 out of 5 stars,https://m.media-amazon.com/images/I/716wopuyhwL._AC_UY218_.jpg,Office
"HP 17 Laptop, 17.3” HD+ Display, 11th Gen Intel Core i3-1125G4 Processor, 8GB RAM, 256GB SSD, Wi-Fi, HDMI, Webcam, Windows 11 Home, Silver",$410.00,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71CDSpds6jL._AC_UY218_.jpg,Other
"SAMSUNG 14"" Galaxy Book4 Pro Laptop PC Computer, Intel Core 5 Ultra Processor 512GB, 3K AMOLED (2880 x 1800) Touchscreen, Advanced Security, 2024 Model, NP940XGK-KG2US, Moonstone Gray",$879.97,4.0 out of 5 stars,https://m.media-amazon.com/images/I/6131ZgIFn1L._AC_UY218_.jpg,Other
"ASUS Vivobook 16 FHD+ Ryzen 7 Laptop, 16"" FHD+ 1920 * 1200, AMD Ryzen 7 7730U (Beats Intel i7-1255U), 16GB RAM, 1TB SSD, Backlit KB, FP Reader, Touchpad, Webcam, HDMI, Wi-Fi 6, Windows 11 Home, Black",$604.00,4.8 out of 5 stars,https://m.media-amazon.com/images/I/61DJEMbUgXL._AC_UY218_.jpg,Other
"jumper Laptop Computer 14 Inch, 12GB RAM 512GB Storage, Office 365, Laptop with FHD 1920x1080 Display, Celeron N4000 CPU, 2.4G+5G WiFi, BT4.0, 35.52WH Battery, Portable Laptops.",$809.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71faMYtWT2L._AC_UY218_.jpg,Office
"HP Windows 11 Pro 15 15.6"" FHD Business Laptop Computer,11th Gen Intel Core i5-1135G7, 16GB RAM 512GB SSD, Intel Iris Xe Graphic, Numeric Pad, Long Battery Life, Wi-Fi 5, Bluetooth 4.2, USB, w/Battery",$439.00,4.4 out of 5 stars,https://m.media-amazon.com/images/I/819t5z-wGWL._AC_UY218_.jpg,Office
"15 15.6"" FHD 1920 X 1080 Display Laptop Computer for College Students Business, 8GB LPDDR4 RAM 256GB SSD, Dual-Core Intel Celeron, Numeric Keypad, Windows 11 Pro, Slim Portable, Gray",$299.00,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71HHbvhu2WL._AC_UY218_.jpg,Office
"18.5 Inch Laptops, Laptop Computers with 32GB RAM 128GB EMMC+1024GB SSD, Windows 11 Computer, Celeron N5095 Quad-Core, WiFi 6, USB 3.2, HDMI, Type-C, Portable Notebook, 8000mAh(Pink)",$379.99,4.8 out of 5 stars,https://m.media-amazon.com/images/I/71Bw-FcylSL._AC_UY218_.jpg,Other
"HP 15.6"" Touchscreen Laptop 15 INCH HD Student Laptops, 12th Gen Intel 10 Cores i5 Processor (Beat i7-1195G7), 16GB RAM 1TB PCIe SSD, Iris Xe Graphics, Wi-Fi 6E Win11, Silver +BWE Accessories",$489.90,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71OxULLN4tL._AC_UY218_.jpg,Student
"HP Stream 14"" HD Lightweight Laptop, Intel Celeron N4120, 16GB RAM, 224GB Storage(64GB eMMC + 160GB Docking Station), Intel UHD Graphics, HD Webcam, 1 Year Office 365, WiFi, Bluetooth, Win 11s, Blue",$349.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/91wbIeyMxnL._AC_UY218_.jpg,Office
"HP 255 G10 15.6"" FHD Business Laptop, AMD Ryzen 7 7730U, 32GB RAM, 1TB PCIe SSD, Numeric Keypad, Webcam, Wi-Fi 6, HDMI, Windows 11 Pro, Black",$554.00,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71Ixk-aiC+L._AC_UY218_.jpg,Office
"acer Aspire 3 Laptop | 15.6"" Full HD Display | AMD Ryzen 7 5700U Processor | AMD Radeon Graphics | 16GB RAM | 512GB SSD | Wi-Fi 6 | Windows 11 Home | DealExpress Accessories",$439.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/61gtA51qlDL._AC_UY218_.jpg,Other
"15.6 inch Win11 Laptop Computer, 1920x1080 IPS Screen, 12GB DDR5 RAM / 512GB SSD, N95(Beats N5095) Processor Notebook PC, Support Fingerprint, WiFi 5, BT, Full Size Keyboard",$289.00,4.8 out of 5 stars,https://m.media-amazon.com/images/I/71BsRH1A0rL._AC_UY218_.jpg,Other
"HP - Envy 2-in-1 14"" Wide Ultra XGA Touch-Screen Laptop - AMD Ryzen 5-16GB Memory - 512GB SSD - Glacier Silver Windows AI: Copilot 14-fa0013dx",$598.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71gF6l42t9L._AC_UY218_.jpg,Other
"Lenovo Thinkbook 16 G7 Ultra 5 Premium Laptop Computer Intel 12-Core 16"" FHD 32GB DDR5 RAM, 1TB PCIe SSD Thunderbolt 4 WiFi 6E RJ45 Win 11 Pro NPU AI Experience Copilot Business Laptop Vent-HEA",$859.00,4.7 out of 5 stars,https://m.media-amazon.com/images/I/71Yz0BIMpSL._AC_UY218_.jpg,Office
"Dell Inspiron 15 Laptop, 15.6 Inch FHD Display, Intel 6-Core i3-1215U Processor (up to 4.4GHz), 8GB RAM, 512GB SSD, Intel UHD Graphics, Wi-Fi 6, Bluetooth, HDMI, Windows 11 Home",$335.99,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71RZx0IHPML._AC_UY218_.jpg,Other
"HP Victus Gaming Laptop, 15.6"" FHD 144Hz, AMD Ryzen 5 7535HS, Radeon RX 6550M (Beats Nvidia GeForce RTX 3050), 16GB RAM 512GB SSD, Backlit Keyboard, Wi-Fi 6, Bluetooth, Windows 11 Home, Mica Silver",$560.00,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71I7stCj8YL._AC_UY218_.jpg,Gaming
"HP New 14"" HD Ultra Light Thin Laptop, Quad-Core Intel Celeron Processor, 8GB RAM, 192GB (64GB eMMC+ 128GB Card), Wi-Fi, Upto 11 Hours, Windows 11 S + 1 Year Office 365+HubxcelAccessory, Pink",$251.10,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71PMQwmhUML._AC_UY218_.jpg,Office
"HP 2024 14"" Laptop Notebook Thin Light for Students Business, Quad-Core Intel N4120, 8GB RAM, 192GB (64GB eMMC+ 128GB Card), 1 Year Office 365, Webcam, WiFi, Windows 11S, HubxcelAccessory White",$289.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/61nXgmERYNL._AC_UY218_.jpg,Office
"HP Stream 14"" HD BrightView Laptop, Intel Celeron N4120, 16GB RAM, 416GB Storage (128GB eMMC + 288GB Docking Station Set), Intel UHD Graphics, 720p Camera, Wi-Fi, 1 Year Office 365, Win 11 S, Black",$309.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/81zjq86i4xL._AC_UY218_.jpg,Office
"HP Pavilion 16"" Touchscreen Laptop - WUXGA (1920 x 1200) - AMD Ryzen 7 8840U - 16GB LPDDR5-6400Mhz RAM - 1TB PCIe SSD - Copilot PC - Wi-Fi 6-1080p Webcam - Windows 11 Home - w/Stylus Pen",$749.99,,https://m.media-amazon.com/images/I/710c-ic2nGL._AC_UY218_.jpg,Other
"TPV 16"" Windows 11 Pro Laptop (Intel Core i5, 16GB RAM, 512GB SSD) MS Office 2024, IPS Display, Business Notebook Computer with USB C BT5.0 Dual Band Wi-Fi, RJ45, HDMI, Backlit Keyboard, Gray",$319.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/81StbXTGn1L._AC_UY218_.jpg,Office
"Acer Predator Triton Neo 16 Gaming Creator Laptop | 16"" WQXGA 240Hz Calman Verified | AI-Powered | Intel Core Ultra 7 Processor 155H | NVIDIA GeForce RTX 4060 | 16GB LPDDR5X | 1TB SSD | PTN16-51-71DY","$1,059.00",4.2 out of 5 stars,https://m.media-amazon.com/images/I/819DGOajgTL._AC_UY218_.jpg,Gaming
"HP 15.6"" Touchscreen Laptop 15 INCH HD Student Laptops, 12th Gen Intel 10 Cores i5 Processor (Beat i7-1195G7), 16GB RAM 1TB PCIe SSD, Iris Xe Graphics, Wi-Fi 6E Win11, Silver +BWE Accessories",$489.90,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71OxULLN4tL._AC_UY218_.jpg,Student
"ASUS ROG Strix G18 (2024) Gaming Laptop, 18” Nebula Display 16:10 QHD 240Hz/3ms, GeForce RTX™ 4070, Intel® Core™ i9-14900HX, 32GB DDR5, 1TB PCIe® SSD, Wi-Fi 6E, Windows 11 Pro, G814JIR-XS96","$2,083.42",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71ch6f+z8wL._AC_UY218_.jpg,Gaming
"Lenovo V15 G2 Laptop, 15.6"" FHD Screen, Intel Dual-core Processor, 16GB RAM, 1TB SSD, Webcam, HDMI, Wi-Fi, Windows 11 Home, Black",$349.00,4.0 out of 5 stars,https://m.media-amazon.com/images/I/71LoMk4Cn7L._AC_UY218_.jpg,Other
"Lenovo IdeaPad Slim 3i, 15.6” FHD Display, Intel Core i5-1335U, 16GB RAM, 512GB SSD, 1920x1080 px, Fingerprint Reader, Windows 11 Home, Arctic Grey",$529.61,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71OJ8m9zQXL._AC_UY218_.jpg,Other
"MSI Thin 15 15.6” 144Hz FHD Gaming Laptop: Intel Core i7-13620H, NVIDIA Geforce RTX 4050, 16GB DDR4, 512GB NVMe SSD, WiFi 6E, Win 11: Black B13VE-2678US",$872.83,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71MfZpnDWRL._AC_UY218_.jpg,Gaming
"HP New 14"" HD Ultral Light Thin Laptop, Quad-Core Intel Celeron Processor, 16GB RAM, 320GB (64GB eMMC+ 256GB Card), Wi-Fi, Upto 11 Hours, Windows 11 S + 1 Year Office 365+HubxcelAccessory, White",$288.00,4.3 out of 5 stars,https://m.media-amazon.com/images/I/7108tNZpt5L._AC_UY218_.jpg,Office
"14 Inch Laptop,Laptop Computer with 1920×1080 FHD Screen,Quad-Core Intel Celeron J4125(Up to 2.70GHz),8GB RAM 512GB SSD Latops for Student and Office,34WH Battery,2.4/5G WiFi,Webcam,USB 3.0,Mini HDMI",$179.99,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71DMsd51H7L._AC_UY218_.jpg,Office
"OTVOC Laptop 15.6 inch Windows 11, Celeron JasperLake N5105, Quad Core, Up to 2.9GHz, 16GB RAM, 512GB NVME SSD,Up to 4TB, 15.6"" FHD IPS 1920x1080, HDMI, HDD, Type-C, RJ45, Support Windows 10, Silver",$249.99,4.0 out of 5 stars,https://m.media-amazon.com/images/I/714P4nI5KvL._AC_UY218_.jpg,Other
"Laptop Screen Extender, 15.6"" FHD 1080P IPS Laptop Monitor Extender Detachable, Portable Monitor for Laptops 13-17.3"" with Breath Light, Plug n Play for Windows/Mac/Android/Switch/PS5",$199.99,4.8 out of 5 stars,https://m.media-amazon.com/images/I/71aiRU5ctfL._AC_UY218_.jpg,Other
"Acer Chromebook 315 Laptop | Intel Celeron N4500 | 15.6"" Full HD IPS Display | Intel UHD Graphics | 4GB LPDDR4X | 64GB eMMC | Intel Wi-Fi 6 | DTS Audio | USB Type-C | Chrome OS | CB315-4H-C8XU,Silver",$164.99,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71Y8BBXth9L._AC_UY218_.jpg,Other
"acer 2023 Aspire 3 Touchscreen Laptop, 15.6"" FHD IPS Display, AMD Ryzen 5 7520U Processor (Beats i7-1165G7), 8GB DDR5 RAM, 512GB SSD, AMD Radeon Graphics, Wi-Fi 6, Windows 11 Home",$408.00,3.9 out of 5 stars,https://m.media-amazon.com/images/I/7194aBII8TL._AC_UY218_.jpg,Other
"Lenovo ThinkPad E16 G2 16"" FHD+ AI Business Laptop Computer, Intel 16-Core Ultra 7 155H (Beat i7-13705H), Arc Graphics, 64GB DDR5 RAM, 2TB PCIe SSD, WiFi 6E, Backlit KB, FR, Windows 11 Pro, AZ-XUT","$1,389.00",4.5 out of 5 stars,https://m.media-amazon.com/images/I/712P6GANY1L._AC_UY218_.jpg,Office
"Lenovo Ideapad Laptop 2024 Premium, 14"" HD Screen Thin Light, Intel Celeron N4020 (Upto 2.8GHZ), 4GB RAM, 256GB (128GB eMMC+ 128GB Card), WiFi, Webcam, 11+ Hours Battery, Window 11S+HubxcelAccessory",$193.98,3.5 out of 5 stars,https://m.media-amazon.com/images/I/81QQP7O9kFL._AC_UY218_.jpg,Other
"Windows 11 Slim Student Laptop: 15.6"" Full HD | 512GB SSD | 12GB DDR4 RAM | Intel Jasper Lake N5095 | Numeric Keypad | Wi-Fi 6 | AMD Radeon Graphics | Business and Fun (2024)",$199.99,3.7 out of 5 stars,https://m.media-amazon.com/images/I/51apnXC-jKL._AC_UY218_.jpg,Office
"Coolby 15.6inch Windows 11 Laptop, 12GB RAM/256GB SSD, 1920x1080 IPS Display, Intel N95(Beats N5095) Quad Core Laptop Computer, Support Fingerprint, WiFi 5, BT",$259.00,4.8 out of 5 stars,https://m.media-amazon.com/images/I/710+IqmUdlL._AC_UY218_.jpg,Other
"HP 14"" HD Student Business Laptop, Intel Quad-Core N4120, 16GB RAM, 384GB Storage, (128GB eMMC+256GB SD Card), 1 Year Office 365, Slim Design, Webcam, HDMI, Bluetooth, WiFi, Win 11 S, Silver",$299.00,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71i9Yly-UuL._AC_UY218_.jpg,Office
GIGABYTE - G6X (2024) Gaming Laptop - 165Hz 1920x1200 WUXGA - NVIDIA GeForce RTX 4060 - Intel i7-13650HX - 1TB SSD with 16GB DDR5 RAM - Windows 11 Home AD (G6X 9KG-43US854SH),$999.00,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71ckTjPAG0L._AC_UY218_.jpg,Gaming
"【Win 11 Pro/MS Office 2019】 16"" Laptop 16G RAM 256GB SSD 2.5K FHD(2560x1600) IPS Screen/N95 CPU/Laptop Computer with Full Size Numeric Color Backlit KB/Fingerprint Unlock for Work Study(16G+256GB)",$379.90,3.6 out of 5 stars,https://m.media-amazon.com/images/I/810ekiIiNUL._AC_UY218_.jpg,Office
"HP Stream 14"" HD Laptop, Intel Celeron N4120, 16GB RAM, 288GB Storage (128GB eMMC + 160GB SSD Docking Station Set), Intel UHD Graphics, HD Webcam, WiFi, Bluetooth, 1 Year Office 365, Win 11 S, Gold",$399.00,4.7 out of 5 stars,https://m.media-amazon.com/images/I/81aGbkZ-HML._AC_UY218_.jpg,Office
"ASUS L410 MA-DB02 Ultra Thin Laptop, 14” FHD Display, Intel Celeron N4020 Processor, 4GB RAM, 64GB Storage, NumberPad, Windows 10 Home in S Mode, Star Black",$141.90,4.1 out of 5 stars,https://m.media-amazon.com/images/I/71LXYdhtD3L._AC_UY218_.jpg,Other
"HP Victus 15.6 i5 Gaming Laptop, 15.6"" FHD 1920*1080 144Hz, Intel Core i5-12450H, NVIDIA GeForce RTX 3050, 16GB RAM, 1TB SSD, Backlit KB, Touchpad, SD Card Reader, Webcam, HDMI, Wi-Fi 6, W11 H, Blue",$605.79,4.3 out of 5 stars,https://m.media-amazon.com/images/I/71DHV9GZSOL._AC_UY218_.jpg,Gaming
"Laptop Computer, 14.1"" Dual-Core Cerelon N4000 6GB RAM 128GB SSD Portable Laptop, 1366x768 IPS Display Fanless Design Laptop PC, WiFi 2.4/5G, Bluetooth 5.0, USB 3.0, Mini HDMI, Include USB-C Hub",$189.00,4.5 out of 5 stars,https://m.media-amazon.com/images/I/71powVGd88L._AC_UY218_.jpg,Other
Laptop Computer Windows Laptop Intel N97 15.6-inch IPS 16GB DDR4 512GB SSD Mini Laptop Traditional Laptops Numeric Keypad WIFI5 HDMI Type-C USB3.2 Office Laptops,$323.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/71SeKXoiW2L._AC_UY218_.jpg,Office
Lenovo LOQ 15 Gaming Laptop RTX 4070 - AMD Ryzen 7 7435HS Beat i7-12650H- 15.6 FHD Display G-SYNC - 32GB DDR5 RAM -2TB PCIe SSD- Backlit Keyboard - USB Type-C - Windows 11 - Computadora Gamer - 2024,"$1,239.99",4.3 out of 5 stars,https://m.media-amazon.com/images/I/71e8-LokEdL._AC_UY218_.jpg,Gaming
"HP 15.6"" FHD Notebook Intel Core i5-1235U 8GB RAM 512GB SSD Natural Silver",$373.00,3.9 out of 5 stars,https://m.media-amazon.com/images/I/41+nURaOLeL._AC_UY218_.jpg,Other
"ASUS TUF Gaming A15 Gaming Laptop, 15.6” FHD 144Hz Display, NVIDIA® GeForce RTX™ 3050, AMD Ryzen™ 5 7535HS, 8GB DDR5, 512GB PCIe® Gen4 NVMe™ SSD, Wi-Fi 6, Windows 11, FA506NC-ES51",$699.99,4.3 out of 5 stars,https://m.media-amazon.com/images/I/810dOSOM4-S._AC_UY218_.jpg,Gaming
"HP 15.6"" Laptop, Intel Core i5-1135G7 Processor, Intel Iris Xe Graphics, 15.6"" FHD Anti-Glare Display, Online Meeting Ready, HDMI, Wi-Fi and Bluetooth, Windows 11 Home(16GB RAM | 1TB SSD)",$434.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/617BBlaprcL._AC_UY218_.jpg,Other
"Laptop Computer, Windows 11 Pro Laptop, 13.5"" 2K(2256 x 1504) IPS Display, Quad-Cores Intel Core i7-1065G7(Up to 3.9GHz), 8GB LPDDR4 RAM 256GB SSD, WiFi 6, Type-C, Fingerprint, Backlit KB",$429.99,2.9 out of 5 stars,https://m.media-amazon.com/images/I/71DPZ3FMT5L._AC_UY218_.jpg,Other
"14"" FHD Lightweight Laptop, Intel Celeron N3350 Laptop Computer, 6GB LPDDR4 RAM 320GB(64GB eMMC/256GB SSD), WI-FI 5, BT5.0, HD Camera, Windows 10 Laptop Computer for Home & Study",$229.99,3.8 out of 5 stars,https://m.media-amazon.com/images/I/71oYvHEjyXL._AC_UY218_.jpg,Office
"Lenovo ThinkBook 16 G6 16"" FHD+ Laptop Computer, 13th Gen Intel 14-Core i7-13700H, 64GB DDR5 RAM, 2TB PCIe SSD, WiFi 6, Bluetooth 5.2, Backlight Keyboard, Fingerprint Reader, Windows 11 Pro, Tilsiy","$1,199.00",4.3 out of 5 stars,https://m.media-amazon.com/images/I/81dDVDtwlvL._AC_UY218_.jpg,Other
"ACASIS USB C Docking Station Dual Monitors,Laptop Docking Station with Dual HDMI 4K@60HZ,1*VGA 1080P@60HZ,2 * 5G USB A,1 * 5G USB C,3.5MM Audio,PD100W;8 in 1 USB C Dock for MacBook M4/M3/M2/M1/Windows",$31.99,4.6 out of 5 stars,https://m.media-amazon.com/images/I/71nQqxG7QlL._AC_UY218_.jpg,Other
"HP 14"" Ultra Light Laptop for Students, Quad-Core Intel N4120, 8GB RAM, 256GB Storage(128GB eMMC+128GB SD Card), with 1 Year Office 365 Included, Wi-Fi, Webcam, HDMI, USB-C, Windows 11",$229.97,5.0 out of 5 stars,https://m.media-amazon.com/images/I/710PiERgasL._AC_UY218_.jpg,Office
"TPV 15.6"" Windows 11 Pro Laptop, MS Office 2024, 8GB RAM 256GB Storage, Intel Celeron N4000(up to 2.6GHz) 100% sRGB Screen, 2.4G/5G Dual Band WiFi, BT4.2, USB-A, Long Battery Life, Silver",$199.99,4.4 out of 5 stars,https://m.media-amazon.com/images/I/71uUbO+Dj-L._AC_UY218_.jpg,Office
Lenovo Legion 5i - 16” Display - Intel Core i9-14900HX - NVIDIA GeForce RTX 4070-32GB RAM - 512GB SSD - G-SYNC - Windows 11 Home - USB-A and USB-C Ports - Privacy Shutter Camera - Luna Grey,"$1,556.24",4.1 out of 5 stars,https://m.media-amazon.com/images/I/815yFskJwhL._AC_UY218_.jpg,Other
"ACEMAGIC 15.6"" Laptop with N97 Processor(Up to 3.6GHz), 16GB RAM 512GB SSD Laptop, Windows 11 Traditional Laptop Lomputer with Numeric Keyboard, FHD Screen, Webcam, Light&Thin",$359.99,5.0 out of 5 stars,https://m.media-amazon.com/images/I/61+cZAG4Y5L._AC_UY218_.jpg,Other
"HP 15 Laptop (15.6"" HD Touchscreen, Intel Core i3 (Beat i5-1235U), 16GB RAM, 512GB SSD) Home & Business, 11-Hr Battery Life, Numpad, Webcam, Wi-Fi, IST Hub, Win 11 Home S Mode w/AI Copilot, Silver",$398.00,3.9 out of 5 stars,https://m.media-amazon.com/images/I/71cTKAYwu5L._AC_UY218_.jpg,Office
"Dell 2023 Inspiron 15 3525 Laptop, 15.6"" FHD Display, AMD Ryzen 5 5500U Processor up to 4GHz, 8GB RAM, 512GB SSD, AMD Radeon Graphics, Wi-Fi, Bluetooth, Windows 11 Home",$369.00,4.1 out of 5 stars,https://m.media-amazon.com/images/I/61KPrzQ14GL._AC_UY218_.jpg,Other
"Student Laptop: 15.6"" Full HD, 512GB SSD, 12GB DDR4 RAM, Intel Jasper Lake N5095, Numeric Keypad, Wi-Fi 6, AMD Radeon Graphics, Windows 11, Business and Fun (Grey)",$219.99,4.2 out of 5 stars,https://m.media-amazon.com/images/I/71zxaUVlTFL._AC_UY218_.jpg,Office
